title,genre,director,actors,description,image,rating,bag_of_words
Indiana Jones and the Last Crusade,action adventure,steven spielberg,"[,harrisonford,seanconnery,alisondoody,denholmelliott,]","In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.","https://m.media-amazon.com/images/M/MV5BY2Q0ODg4ZmItNDZiYi00ZWY5LTg2NzctNmYwZjA5OThmNzE1XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,action adventuresteven spielberg harrisonford seanconnery alisondoody denholmelliott In 1938  after his father goes missing while pursuing the Holy Grail  Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.
The Father,drama mystery,florian zeller,"[,anthonyhopkins,oliviacolman,markgatiss,oliviawilliams,]","A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.","https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,drama mysteryflorian zeller anthonyhopkins oliviacolman markgatiss oliviawilliams A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances  he begins to doubt his loved ones  his own mind and even the fabric of his reality.
1917,action drama war,sam mendes,"[,dean-charleschapman,georgemackay,danielmays,colinfirth,]","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","https://m.media-amazon.com/images/M/MV5BOTdmNTFjNDEtNzg0My00ZjkxLTg1ZDAtZTdkMDc2ZmFiNWQ1XkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,action drama warsam mendes dean-charleschapman georgemackay danielmays colinfirth April 6th  1917. As an infantry battalion assembles to wage war deep in enemy territory  two soldiers are assigned to race against time and deliver a message that will stop 1 600 men from walking straight into a deadly trap.
There Will Be Blood,drama,paul thomas anderson,"[,danielday-lewis,pauldano,ciaránhinds,martinstringer,]","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,dramapaul thomas anderson danielday-lewis pauldano ciaránhinds martinstringer A story of family  religion  hatred  oil and madness  focusing on a turn-of-the-century prospector in the early days of the business.
Green Book,biography comedy drama,peter farrelly,"[,viggomortensen,mahershalaali,lindacardellini,sebastianmaniscalco,]",A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,biography comedy dramapeter farrelly viggomortensen mahershalaali lindacardellini sebastianmaniscalco A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.
Hauru no ugoku shiro,animation adventure family,hayao miyazaki,"[,chiekobaishô,takuyakimura,tatsuyagashûin,akihiromiwa,]","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.","https://m.media-amazon.com/images/M/MV5BNmM4YTFmMmItMGE3Yy00MmRkLTlmZGEtMzZlOTQzYjk3MzA2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,animation adventure familyhayao miyazaki chiekobaishô takuyakimura tatsuyagashûin akihiromiwa When an unconfident young woman is cursed with an old body by a spiteful witch  her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged  walking castle.
Snatch,comedy crime,guy ritchie,"[,jasonstatham,bradpitt,stephengraham,vinniejones,]","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg",8.2,comedy crimeguy ritchie jasonstatham bradpitt stephengraham vinniejones Unscrupulous boxing promoters  violent bookmakers  a Russian gangster  incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.
Casino,crime drama,martin scorsese,"[,robertdeniro,sharonstone,joepesci,jameswoods,]","In Las Vegas, two best friends - a mafia enforcer and a casino executive - compete for a gambling empire and a fast-living, fast-loving socialite.","https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,crime dramamartin scorsese robertdeniro sharonstone joepesci jameswoods In Las Vegas  two best friends - a mafia enforcer and a casino executive - compete for a gambling empire and a fast-living  fast-loving socialite.
The Thing,horror mystery sci-fi,john carpenter,"[,kurtrussell,wilfordbrimley,keithdavid,richardmasur,]",A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,"https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,horror mystery sci-fijohn carpenter kurtrussell wilfordbrimley keithdavid richardmasur A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
Kill Bill: Vol. 1,action crime drama,quentin tarantino,"[,umathurman,davidcarradine,darylhannah,michaelmadsen,]","After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.","https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,action crime dramaquentin tarantino umathurman davidcarradine darylhannah michaelmadsen After awakening from a four-year coma  a former assassin wreaks vengeance on the team of assassins who betrayed her.
Batman Begins,action crime drama,christopher nolan,"[,christianbale,michaelcaine,kenwatanabe,liamneeson,]","After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.","https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,action crime dramachristopher nolan christianbale michaelcaine kenwatanabe liamneeson After witnessing his parents' death  Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman  he must stop a secret society that intends to destroy the city.
The Truman Show,comedy drama,peter weir,"[,jimcarrey,edharris,lauralinney,noahemmerich,]",An insurance salesman discovers his whole life is actually a reality TV show.,"https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,comedy dramapeter weir jimcarrey edharris lauralinney noahemmerich An insurance salesman discovers his whole life is actually a reality TV show.
A Beautiful Mind,biography drama,john nash,"[,ronhoward,russellcrowe,edharris,jenniferconnelly,christopherplummer,]","After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.","https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,biography dramajohn nash ronhoward russellcrowe edharris jenniferconnelly christopherplummer After John Nash  a brilliant but asocial mathematician  accepts secret work in cryptography  his life takes a turn for the nightmarish.
The Sixth Sense,drama mystery thriller,m. night shyamalan,"[,brucewillis,haleyjoelosment,tonicollette,oliviawilliams,]","Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife.","https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,drama mystery thrillerm. night shyamalan brucewillis haleyjoelosment tonicollette oliviawilliams Malcolm Crowe  a child psychologist  starts treating a young boy  Cole  who encounters dead people and convinces him to help them. In turn  Cole helps Malcolm reconcile with his estranged wife.
Finding Nemo,animation adventure comedy,andrew stanton,"[,leeunkrich,albertbrooks,ellendegeneres,alexandergould,willemdafoe,]","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","https://m.media-amazon.com/images/M/MV5BZjMxYzBiNjUtZDliNC00MDAyLTg3N2QtOWNjNmNhZGQzNDg5XkEyXkFqcGdeQXVyNjE2MjQwNjc@._V1_UY98_CR0,0,67,98_AL_.jpg",8.2,animation adventure comedyandrew stanton leeunkrich albertbrooks ellendegeneres alexandergould willemdafoe After his son is captured in the Great Barrier Reef and taken to Sydney  a timid clownfish sets out on a journey to bring him home.
Die Hard,action thriller,john mctiernan,"[,brucewillis,alanrickman,bonniebedelia,reginaldveljohnson,]",A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,action thrillerjohn mctiernan brucewillis alanrickman bonniebedelia reginaldveljohnson A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
Unforgiven,drama western,clint eastwood,"[,clinteastwood,genehackman,morganfreeman,richardharris,]","Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""","https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,"drama westernclint eastwood clinteastwood genehackman morganfreeman richardharris Retired Old West gunslinger William Munny reluctantly takes on one last job  with the help of his old partner Ned Logan and a young man  The ""Schofield Kid."""
Pan's Labyrinth,drama fantasy war,guillermo del toro,"[,ivanabaquero,ariadnagil,sergilópez,maribelverdú,]","In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.","https://m.media-amazon.com/images/M/MV5BYzFjMThiMGItOWRlMC00MDI4LThmOGUtYTNlZGZiYWI1YjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,drama fantasy warguillermo del toro ivanabaquero ariadnagil sergilópez maribelverdú In the Falangist Spain of 1944  the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.
Chinatown,drama mystery thriller,roman polanski,"[,jacknicholson,fayedunaway,johnhuston,perrylopez,]","A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.","https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,drama mystery thrillerroman polanski jacknicholson fayedunaway johnhuston perrylopez A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit  corruption  and murder.
L.A. Confidential,crime drama mystery,curtis hanson,"[,kevinspacey,russellcrowe,guypearce,kimbasinger,]","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.","https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,crime drama mysterycurtis hanson kevinspacey russellcrowe guypearce kimbasinger As corruption grows in 1950s Los Angeles  three policemen - one strait-laced  one brutal  and one sleazy - investigate a series of murders with their own brand of justice.
V for Vendetta,action drama sci-fi,james mcteigue,"[,hugoweaving,natalieportman,rupertgraves,stephenrea,]","In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.","https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,"action drama sci-fijames mcteigue hugoweaving natalieportman rupertgraves stephenrea In a future British dystopian society  a shadowy freedom fighter  known only by the alias of ""V""  plots to overthrow the tyrannical government - with the help of a young woman."
Gone with the Wind,drama romance war,victor fleming,"[,georgecukor,samwood,clarkgable,vivienleigh,thomasmitchell""barbarao,neil""]",A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,"drama romance warvictor fleming georgecukor samwood clarkgable vivienleigh thomasmitchell""barbarao neil""A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods."
Der Untergang,biography drama history,traudl junge,"[,adolfhitler,oliverhirschbiegel,brunoganz,alexandramarialara,ulrichmatthes,julianeköhler,]","Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,biography drama historytraudl junge adolfhitler oliverhirschbiegel brunoganz alexandramarialara ulrichmatthes julianeköhler Traudl Junge  the final secretary for Adolf Hitler  tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.
Monty Python and the Holy Grail,adventure comedy fantasy,terry gilliam,"[,terryjones,grahamchapman,johncleese,ericidle,terrygilliam,]","King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,adventure comedy fantasyterry gilliam terryjones grahamchapman johncleese ericidle terrygilliam King Arthur and his Knights of the Round Table embark on a surreal  low-budget search for the Holy Grail  encountering many  very silly obstacles.
Some Like It Hot,comedy music romance,billy wilder,"[,marilynmonroe,tonycurtis,jacklemmon,georgeraft,]","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.","https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,comedy music romancebilly wilder marilynmonroe tonycurtis jacklemmon georgeraft After two male musicians witness a mob hit  they flee the state in an all-female band disguised as women  but further complications set in.
